id,date,time,dayID,hour,recordInDay,plantPower,plantIrradiance,plantTemperature,weatherCloudCover,weatherDewPoint,weatherHumidity,weatherPressure,weatherTemperature,weatherWindBearing,weatherWindSpeed
1084,27-02-12,2:00,58,2,1,0,0,7,0.31,1.98,0.69,1007.735,0,5,7.29
1085,27-02-12,3:00,58,3,2,0,0,7,0.31,0.74,0.63,1008.91,0,10,8.84
1086,27-02-12,4:00,58,4,3,0,0,7,0.31,-0.1,0.59,1008.91,0,1,9.44
1087,27-02-12,5:00,58,5,4,0,0,7,0.31,-0.8,0.56,1008.91,0,0,8.69
1088,27-02-12,6:00,58,6,5,60,114,7,0.31,-0.64,0.57,1010.07,0,359,7.67
1089,27-02-12,7:00,58,7,6,64,71,6,0.31,-0.83,0.57,1010.07,0,0,8.85
1090,27-02-12,8:00,58,8,7,250,177,7,0.31,-1.96,0.51,1010.07,0,5,9.74
1091,27-02-12,9:00,58,9,8,345,514,8,0.31,-1.69,0.5,1012.25,0,11,10.89
1092,27-02-12,10:00,58,10,9,383,385,8,0.31,-2.59,0.47,1012.25,8,0,10.21
1093,27-02-12,11:00,58,11,10,345,569,7,0.31,-3.9,0.43,1012.25,7,4,12.06
1094,27-02-12,12:00,58,12,11,257,396,7,0.31,-5.07,0.4,1013.22,7,358,10.39
1095,27-02-12,13:00,58,13,12,378,463,8,0.31,-5.64,0.38,1013.22,8,0,11.46
1096,27-02-12,14:00,58,14,13,399,598,8,0.31,-6.05,0.37,1013.22,8,4,11.66
1097,27-02-12,15:00,58,15,14,235,353,7,0.31,-7.17,0.35,1013.97,7,356,11.32
1098,27-02-12,16:00,58,16,15,45,87,6,0.31,-7.04,0.37,1013.97,6,359,9.82
1099,27-02-12,17:00,58,17,16,0,3,5,0.31,-6.32,0.41,1013.97,5,358,8.44
1100,27-02-12,18:00,58,18,17,0,0,5,0.31,-5.32,0.44,1016.09,5,354,8.25
1101,27-02-12,19:00,58,19,18,0,0,5,0.31,-5.24,0.44,1016.09,5,353,6.94
1102,27-02-12,20:00,58,20,19,0,0,5,0.31,-6.23,0.42,1016.09,5,3,7.74
1103,28-02-12,2:00,59,2,1,0,0,3,0.31,-6.52,0.43,1018.06,0,1,6.12
1104,28-02-12,3:00,59,3,2,0,0,2,0.39,-5.83,0.46,1020.03,0,358,5.66
1105,28-02-12,4:00,59,4,3,0,0,2,0.39,-5.13,0.49,1020.03,0,357,5.33
1106,28-02-12,5:00,59,5,4,0,0,3,0.44,-3.99,0.54,1020.03,0,2,4.91
1107,28-02-12,6:00,59,6,5,25,45,4,0.39,-3.37,0.6,1020.84,0,351,3.9
1108,28-02-12,7:00,59,7,6,87,88,4,0.31,-2.16,0.59,1020.84,0,355,5.05
1109,28-02-12,8:00,59,8,7,268,361,6,0.31,-1.99,0.54,1020.84,0,341,5.94
1110,28-02-12,9:00,59,9,8,285,515,8,0.31,-1.79,0.53,1021.04,0,342,6.77
1111,28-02-12,10:00,59,10,9,295,621,8,0.31,-1.6,0.53,1021.04,8,352,7.44
1112,28-02-12,11:00,59,11,10,465,834,10,0.51,-0.94,0.5,1021.04,10,335,7.51
1113,28-02-12,12:00,59,12,11,465,462,10,0.31,-1.1,0.5,1020.42,10,345,7.21
1114,28-02-12,13:00,59,13,12,381,629,9,0.31,-1.89,0.45,1020.42,9,350,6.71
1115,28-02-12,14:00,59,14,13,352,559,10,0.31,-2.09,0.43,1020.42,10,342,6.59
1116,28-02-12,15:00,59,15,14,205,272,9,0.39,-2.54,0.44,1019.56,9,328,7.07
1117,28-02-12,16:00,59,16,15,32,70,8,0.31,-2.76,0.45,1019.56,8,330,5.61
1118,28-02-12,17:00,59,17,16,0,1,6,0.31,-2.83,0.48,1019.56,6,325,3.2
1119,28-02-12,18:00,59,18,17,0,0,3,0.39,-2.59,0.53,1019.43,3,316,2.91
1120,28-02-12,19:00,59,19,18,0,0,4,0.31,-2.42,0.55,1019.43,4,306,2.87
1121,28-02-12,20:00,59,20,19,0,0,5,0.31,-2.07,0.61,1019.43,5,279,2.31
1122,29-02-12,2:00,60,2,1,0,0,8,0,-1.68,0.57,1017.63,0,276,6.27
1123,29-02-12,3:00,60,3,2,0,0,9,0.14,-1.18,0.57,1015.83,0,288,4.75
1124,29-02-12,4:00,60,4,3,0,0,9,0.31,-0.73,0.56,1015.83,0,289,4.3
1125,29-02-12,5:00,60,5,4,0,0,9,0.31,0.07,0.59,1015.83,0,285,4.81
1126,29-02-12,6:00,60,6,5,47,70,10,0.48,-0.15,0.55,1014.15,0,296,5.96
1127,29-02-12,7:00,60,7,6,74,106,11,0.62,0.13,0.53,1014.15,0,306,7.02
1128,29-02-12,8:00,60,8,7,192,259,11,0.44,0.63,0.5,1014.15,0,307,10.34
1129,29-02-12,9:00,60,9,8,349,645,13,0.75,1.66,0.47,1013.57,0,308,12.03
1130,29-02-12,10:00,60,10,9,523,744,15,0.31,1.92,0.46,1013.57,7,316,10.76
1131,29-02-12,11:00,60,11,10,605,871,17,0.31,2.59,0.44,1013.57,8,325,11.05
1132,29-02-12,12:00,60,12,11,576,841,17,0.12,2.71,0.42,1012.13,8,328,11.43
1133,29-02-12,13:00,60,13,12,504,746,18,0.12,3.27,0.42,1012.13,8,331,11.26
1134,29-02-12,14:00,60,14,13,378,570,17,0.12,3.65,0.43,1012.13,8,322,11.58
1135,29-02-12,15:00,60,15,14,213,337,16,0,3.17,0.44,1011.54,8,334,10.57
1136,29-02-12,16:00,60,16,15,43,92,14,0,4.08,0.5,1011.54,7,328,9.15
1137,29-02-12,17:00,60,17,16,0,2,12,0,4.02,0.52,1011.54,6,325,8.21
1138,29-02-12,18:00,60,18,17,0,0,12,0,5.08,0.6,1012.99,6,324,8.26
1139,29-02-12,19:00,60,19,18,0,0,12,0,5.5,0.66,1012.99,5,329,6.86
1140,29-02-12,20:00,60,20,19,0,0,11,0,5.5,0.66,1012.99,5,324,7
1141,01-03-12,2:00,61,2,1,0,0,9,0,6.97,0.83,1014.56,0,320,4.9
1142,01-03-12,3:00,61,3,2,0,0,9,0.12,6.01,0.8,1016.13,0,314,5.3
1143,01-03-12,4:00,61,4,3,0,0,9,0.12,5.56,0.79,1016.13,0,309,5.82
1144,01-03-12,5:00,61,5,4,0,0,9,0.12,5.56,0.79,1016.13,0,321,5.2
1145,01-03-12,6:00,61,6,5,69,81,10,0.12,6.15,0.81,1017.18,0,309,6.12
1146,01-03-12,7:00,61,7,6,252,305,12,0.12,6.41,0.75,1017.18,0,331,5.82
1147,01-03-12,8:00,61,8,7,410,535,13,0.31,6.79,0.73,1017.18,0,330,7.89
1148,01-03-12,9:00,61,9,8,516,732,15,0.14,7.58,0.66,1019.1,-1,334,8.04
1149,01-03-12,10:00,61,10,9,599,855,15,0.14,6.01,0.59,1019.1,15,340,6.71
1150,01-03-12,11:00,61,11,10,620,906,16,0.31,5.84,0.56,1019.1,16,340,7.96
1151,01-03-12,12:00,61,12,11,591,875,17,0.31,5.27,0.53,1020.37,17,340,6.77
1152,01-03-12,13:00,61,13,12,516,768,16,0.31,4.46,0.53,1020.37,16,348,6.91
1153,01-03-12,14:00,61,14,13,390,589,16,0.31,3.72,0.5,1020.37,16,345,6.5
1154,01-03-12,15:00,61,15,14,225,357,15,0.26,3.43,0.5,1021.08,15,333,3.95
1155,01-03-12,16:00,61,16,15,54,112,13,0.31,4.71,0.58,1021.08,13,337,5.15
1156,01-03-12,17:00,61,17,16,0,3,10,0.31,5.99,0.69,1021.08,10,328,3.68
1157,01-03-12,18:00,61,18,17,0,0,8,0.14,6.02,0.76,1022.47,12,302,3.39
1158,01-03-12,19:00,61,19,18,0,0,7,0.31,4.78,0.76,1022.47,11,314,3.01
1159,01-03-12,20:00,61,20,19,0,0,7,0.31,5.98,0.84,1022.47,10,297,3.51
1160,02-03-12,2:00,62,2,1,0,0,7,0,4.79,0.92,1023.17,0,268,3.95
1161,02-03-12,3:00,62,3,2,0,0,5,0,3.77,0.87,1023.87,0,283,2.16
1162,02-03-12,4:00,62,4,3,0,0,5,0,4.79,0.92,1023.87,0,283,2.31
1163,02-03-12,5:00,62,5,4,0,0,6,0,4.61,0.91,1023.87,0,283,3.08
1164,02-03-12,6:00,62,6,5,77,84,8,0.26,4.73,0.88,1023.87,0,274,2.26
1165,02-03-12,7:00,62,7,6,253,308,13,0.31,5.56,0.78,1023.87,0,295,2.33
1166,02-03-12,8:00,62,8,7,407,542,16,0.31,5.88,0.64,1023.87,-1,323,3.1
1167,02-03-12,9:00,62,9,8,504,730,18,0.31,4.71,0.55,1024.59,-1,331,3.07
1168,02-03-12,10:00,62,10,9,565,857,20,0.31,5.6,0.51,1024.59,14,329,3.21
1169,02-03-12,11:00,62,11,10,585,881,20,0.31,3.43,0.4,1024.59,15,340,3.89
1170,02-03-12,12:00,62,12,11,555,844,21,0.09,5.05,0.45,1022.1,15,353,2.4
1171,02-03-12,13:00,62,13,12,481,740,21,0.31,5.62,0.47,1022.1,15,3,1.97
1172,02-03-12,14:00,62,14,13,362,566,20,0.31,5.14,0.45,1022.1,15,26,2.07
1173,02-03-12,15:00,62,15,14,208,337,19,0,6.21,0.53,1021.94,15,32,1.12
1174,02-03-12,16:00,62,16,15,47,99,17,0,5.41,0.52,1021.94,17,17,0.96
1175,02-03-12,17:00,62,17,16,0,4,12,0,6.41,0.65,1021.94,12,330,0.41
1176,02-03-12,18:00,62,18,17,0,0,9,0,6.31,0.71,1022.22,12,238,1.19
1177,02-03-12,19:00,62,19,18,0,0,9,0,6.46,0.79,1022.22,9,211,0.83
1178,02-03-12,20:00,62,20,19,0,0,7,0,6.89,0.86,1022.22,10,230,1.84
1179,03-03-12,2:00,63,2,1,0,0,11,0,3.77,0.87,1021.705,0,290,4.02
1180,03-03-12,3:00,63,3,2,0,0,10,0,4.04,0.89,1021.19,0,246,2.53
1181,03-03-12,4:00,63,4,3,0,0,11,0,4.78,0.84,1021.19,0,240,3.27
1182,03-03-12,5:00,63,5,4,0,0,10,0,4.79,0.82,1021.19,0,267,2.13
1183,03-03-12,6:00,63,6,5,73,86,10,0,4.69,0.83,1020.56,0,245,2.87
1184,03-03-12,7:00,63,7,6,247,309,16,0,6.57,0.76,1020.56,-1,266,0.55
1185,03-03-12,8:00,63,8,7,390,541,21,0,8.18,0.7,1020.56,-1,283,1.3
1186,03-03-12,9:00,63,9,8,487,722,24,0,6.33,0.58,1019.77,-1,10,1.17
1187,03-03-12,10:00,63,10,9,541,830,24,0,7.38,0.55,1019.77,14,42,2.02
1188,03-03-12,11:00,63,11,10,552,862,25,0,8.5,0.59,1019.77,15,65,1.79
1189,03-03-12,12:00,63,12,11,516,810,24,0,7.62,0.52,1019.37,15,51,1.42
1190,03-03-12,13:00,63,13,12,457,704,23,0,8.76,0.56,1019.37,15,71,2.33
1191,03-03-12,14:00,63,14,13,342,541,21,0,8.57,0.56,1019.37,15,73,2.15
1192,03-03-12,15:00,63,15,14,186,306,20,0,8.08,0.55,1018.69,15,11,1.35
1193,03-03-12,16:00,63,16,15,41,85,18,0.31,8.31,0.58,1018.69,14,5,1.57
1194,03-03-12,17:00,63,17,16,0,4,14,0.31,8.53,0.67,1018.69,14,356,0.81
1195,03-03-12,18:00,63,18,17,0,0,10,0.12,8.26,0.73,1019.38,10,283,1.12
1196,03-03-12,19:00,63,19,18,0,0,8,0,7.92,0.79,1019.38,11,283,1.34
1197,03-03-12,20:00,63,20,19,0,0,10,0,8.1,0.86,1019.38,10,300,1.91
1198,04-03-12,2:00,64,2,1,0,0,5,0.09,6.22,0.98,1019.455,0,262,0.63
1199,04-03-12,3:00,64,3,2,0,0,4,0.17,6.22,0.95,1019.53,0,240,1.59
1200,04-03-12,4:00,64,4,3,0,0,3,0,6.71,0.98,1019.53,0,225,2.94
1201,04-03-12,5:00,64,5,4,0,4,3,0.09,5.73,0.98,1019.53,0,230,2.82
1202,04-03-12,6:00,64,6,5,41,64,5,0.39,3.97,0.93,1019.13,0,262,2.27
1203,04-03-12,7:00,64,7,6,160,214,10,0.06,5.06,0.9,1019.13,0,268,1.32
1204,04-03-12,8:00,64,8,7,344,459,16,0.13,6.46,0.79,1019.13,-1,305,1.1
1205,04-03-12,9:00,64,9,8,460,657,18,0.27,6.88,0.7,1018.51,-1,326,1.68
1206,04-03-12,10:00,64,10,9,515,765,20,0.13,6.35,0.61,1018.51,14,8,1.93
1207,04-03-12,11:00,64,11,10,534,814,20,0.27,6.17,0.56,1018.51,15,349,2.5
1208,04-03-12,12:00,64,12,11,501,781,20,0.19,6.59,0.55,1017.2,15,53,2.22
1209,04-03-12,13:00,64,13,12,388,647,20,0.19,7.47,0.59,1017.2,15,66,2.96
1210,04-03-12,14:00,64,14,13,295,451,18,0.19,8.86,0.66,1017.2,18,78,2.52
1211,04-03-12,15:00,64,15,14,139,244,16,0.31,8.65,0.69,1015.97,16,72,2.42
1212,04-03-12,16:00,64,16,15,33,62,14,0.48,8.96,0.74,1015.97,14,76,1.07
1213,04-03-12,17:00,64,17,16,0,3,11,0.44,8.52,0.78,1015.97,11,186,1.28
1214,04-03-12,18:00,64,18,17,0,0,11,0.69,10.23,0.88,1016.28,11,185,1.01
1215,04-03-12,19:00,64,19,18,0,0,11,0.31,10.02,0.91,1016.28,11,194,1.05
1216,04-03-12,20:00,64,20,19,0,0,12,0.31,9.49,0.94,1016.28,12,236,0.37
1217,05-03-12,2:00,65,2,1,0,0,7,0.31,6.96,0.93,1015.19,0,340,0.89
1218,05-03-12,3:00,65,3,2,0,0,7,0.58,6.33,0.9,1014.1,0,267,0.99
1219,05-03-12,4:00,65,4,3,0,0,8,0.39,6.43,0.93,1014.1,0,309,1.54
1220,05-03-12,5:00,65,5,4,0,0,8,0.39,6.88,0.96,1014.1,0,235,2.01
1221,05-03-12,6:00,65,6,5,11,27,8,0.74,7.27,0.94,1014.44,0,244,1.52
1222,05-03-12,7:00,65,7,6,92,155,10,0.31,7.8,0.9,1014.44,0,259,2.18
1223,05-03-12,8:00,65,8,7,302,398,14,0.19,7.7,0.85,1014.44,0,264,2.53
1224,05-03-12,9:00,65,9,8,482,686,17,0.51,7.02,0.76,1013.76,-1,278,3.18
1225,05-03-12,10:00,65,10,9,519,701,18,0.19,8.39,0.76,1013.76,18,316,3.11
1226,05-03-12,11:00,65,11,10,317,691,17,0.39,7.71,0.69,1013.76,17,326,2.35
1227,05-03-12,12:00,65,12,11,186,361,15,0.47,8.37,0.7,1012.68,15,23,3.66
1228,05-03-12,13:00,65,13,12,107,186,14,0.39,8.72,0.74,1012.68,14,33,5.82
1229,05-03-12,14:00,65,14,13,156,291,14,0.39,9.07,0.76,1012.68,14,34,3.9
1230,05-03-12,15:00,65,15,14,71,116,13,0.74,9.36,0.87,1012.23,13,40,2.67
1231,05-03-12,16:00,65,16,15,10,23,11,0.47,9.12,0.87,1012.23,11,54,1.29
1232,05-03-12,17:00,65,17,16,0,0,9,0.47,8.57,0.86,1012.23,13,262,1.42
1233,05-03-12,18:00,65,18,17,0,0,9,0.47,8.64,0.93,1013.31,12,265,1.76
1234,05-03-12,19:00,65,19,18,0,0,8,0.19,7.97,0.93,1013.31,11,258,2.64
1235,05-03-12,20:00,65,20,19,0,0,8,0.19,7.28,0.92,1013.31,8,243,2.06
1236,06-03-12,2:00,66,2,1,0,0,7,0.19,6.79,0.94,1013.545,0,222,0.99
1237,06-03-12,3:00,66,3,2,0,0,8,0.47,6.89,0.95,1013.78,0,190,1.73
1238,06-03-12,4:00,66,4,3,0,0,8,0.19,6.36,0.93,1013.78,0,181,0.94
1239,06-03-12,5:00,66,5,4,2,13,8,0.19,6.42,0.9,1013.78,0,176,0.87
1240,06-03-12,6:00,66,6,5,102,119,10,0.47,7.15,0.94,1013.92,0,177,1.55
1241,06-03-12,7:00,66,7,6,277,344,14,0.19,7.41,0.9,1013.92,0,193,1.63
1242,06-03-12,8:00,66,8,7,353,497,16,0.19,8.25,0.83,1013.92,-1,194,2.25
1243,06-03-12,9:00,66,9,8,411,785,18,0.58,7.92,0.76,1014.74,-1,188,3.93
1244,06-03-12,10:00,66,10,9,349,481,17,0.39,7.59,0.74,1014.74,17,158,2.66
1245,06-03-12,11:00,66,11,10,291,517,17,0.31,7.63,0.71,1014.74,17,206,1.35
1246,06-03-12,12:00,66,12,11,508,828,21,0.58,7.4,0.69,1014.58,15,171,1.82
1247,06-03-12,13:00,66,13,12,353,448,19,0.31,7.08,0.65,1014.58,19,142,2.75
1248,06-03-12,14:00,66,14,13,93,211,16,0.31,7.37,0.66,1014.58,16,112,1.18
1249,06-03-12,15:00,66,15,14,52,82,12,0.63,6.26,0.65,1014.46,12,154,0.58
1250,06-03-12,16:00,66,16,15,3,10,11,0.31,7.11,0.76,1014.46,11,216,0.88
1251,06-03-12,17:00,66,17,16,0,0,10,0.58,7.61,0.79,1014.46,10,266,1.75
1252,06-03-12,18:00,66,18,17,0,0,9,0.79,7.34,0.83,1015.98,12,302,1.41
1253,06-03-12,19:00,66,19,18,0,0,9,0.56,6.64,0.8,1015.98,9,264,1.33
1254,06-03-12,20:00,66,20,19,0,0,8,0.31,7.2,0.87,1015.98,8,318,1.89
1255,07-03-12,2:00,67,2,1,0,0,5,0.31,2.37,0.75,1017.46,0,276,3.83
1256,07-03-12,3:00,67,3,2,0,0,5,0.58,2.88,0.78,1018.94,0,270,2.97
1257,07-03-12,4:00,67,4,3,0,0,4,0.31,2.58,0.83,1018.94,0,251,2.13
1258,07-03-12,5:00,67,5,4,2,9,4,0.31,2.96,0.83,1018.94,0,280,4.47
1259,07-03-12,6:00,67,6,5,117,127,6,0.39,2.58,0.87,1020.02,0,303,2.18
1260,07-03-12,7:00,67,7,6,296,391,9,0.31,4.63,0.88,1020.02,0,306,2.48
1261,07-03-12,8:00,67,8,7,405,460,12,0.39,4.53,0.75,1020.02,0,314,3.68
1262,07-03-12,9:00,67,9,8,478,837,14,0.51,6.28,0.75,1020.51,0,323,4.02
1263,07-03-12,10:00,67,10,9,205,282,13,0.39,6.57,0.75,1020.51,13,329,3.48
1264,07-03-12,11:00,67,11,10,174,240,12,0.31,6.09,0.67,1020.51,12,349,2.85
1265,07-03-12,12:00,67,12,11,264,404,14,0.63,5.54,0.64,1020.7,14,2,3.38
1266,07-03-12,13:00,67,13,12,177,274,13,0.31,5.93,0.66,1020.7,13,342,3.56
1267,07-03-12,14:00,67,14,13,196,294,13,0.39,5.97,0.66,1020.7,13,345,3.07
1268,07-03-12,15:00,67,15,14,82,152,12,0.63,6,0.67,1020.11,12,358,2.83
1269,07-03-12,16:00,67,16,15,11,28,10,0.39,6.33,0.72,1020.11,14,24,2.8
1270,07-03-12,17:00,67,17,16,0,0,7,0.39,6.97,0.83,1020.11,13,9,2.2
1271,07-03-12,18:00,67,18,17,0,0,7,0.75,6.81,0.85,1020.45,12,341,2.1
1272,07-03-12,19:00,67,19,18,0,0,7,0.56,6.89,0.83,1020.45,11,355,1.2
1273,07-03-12,20:00,67,20,19,0,0,7,0.6,6.63,0.85,1020.45,10,325,1.79
1274,08-03-12,2:00,68,2,1,0,0,8,1,7.03,0.97,1018.715,0,4,2.77
1275,08-03-12,3:00,68,3,2,0,0,8,1,7.03,0.97,1016.98,0,356,2.11
1276,08-03-12,4:00,68,4,3,0,0,8,1,7.09,0.92,1016.98,0,2,3.79
1277,08-03-12,5:00,68,5,4,0,0,8,1,7.77,0.93,1016.98,0,43,2.69
1278,08-03-12,6:00,68,6,5,1,10,9,1,7.61,0.94,1015.06,0,44,3.73
1279,08-03-12,7:00,68,7,6,26,36,9,1,7.9,0.94,1015.06,0,46,4.43
1280,08-03-12,8:00,68,8,7,77,129,10,1,7.86,0.92,1015.06,0,58,4.44
1281,08-03-12,9:00,68,9,8,121,160,11,1,8.44,0.89,1014.07,0,85,4.56
1282,08-03-12,10:00,68,10,9,56,84,10,1,8.62,0.86,1014.07,15,85,4.53
1283,08-03-12,11:00,68,11,10,26,55,10,0.31,8.16,0.83,1014.07,15,92,5.02
1284,08-03-12,12:00,68,12,11,82,99,11,1,8.16,0.8,1013.55,16,83,5.9
1285,08-03-12,13:00,68,13,12,171,252,12,1,8.91,0.77,1013.55,12,84,5.87
1286,08-03-12,14:00,68,14,13,39,78,12,0.31,9.03,0.84,1013.55,12,73,5.49
1287,08-03-12,15:00,68,15,14,10,18,11,0.31,9.27,0.85,1012.41,11,76,5.59
1288,08-03-12,16:00,68,16,15,0,4,11,0.31,9.57,0.87,1012.41,11,101,4.95
1289,08-03-12,17:00,68,17,16,0,0,9,0.31,7.82,0.79,1012.41,13,94,5.58
1290,08-03-12,18:00,68,18,17,0,0,9,0.31,8.4,0.9,1013.48,12,139,3.79
1291,08-03-12,19:00,68,19,18,0,0,8,0.31,7.94,0.93,1013.48,11,129,1.29
1292,08-03-12,20:00,68,20,19,0,0,8,0.31,8.37,0.93,1013.48,8,61,0.8
1293,09-03-12,2:00,69,2,1,0,0,7,0.31,7,0.91,1016.045,0,292,2.41
1294,09-03-12,3:00,69,3,2,0,0,7,0.68,6.63,0.94,1018.61,0,289,3.39
1295,09-03-12,4:00,69,4,3,0,0,7,0.31,6.76,0.95,1018.61,0,288,2.96
1296,09-03-12,5:00,69,5,4,0,8,8,0.31,6.57,0.92,1018.61,0,278,2.92
1297,09-03-12,6:00,69,6,5,20,35,8,0.68,6.33,0.89,1020.13,0,294,2.78
1298,09-03-12,7:00,69,7,6,71,112,9,0.31,6.88,0.85,1020.13,0,285,3.99
1299,09-03-12,8:00,69,8,7,225,372,11,0.31,6.29,0.82,1020.13,0,286,2.18
1300,09-03-12,9:00,69,9,8,174,220,13,0.31,6.88,0.81,1022.53,0,336,2.2
1301,09-03-12,10:00,69,10,9,145,225,13,0.31,7.42,0.8,1022.53,13,336,2.41
1302,09-03-12,11:00,69,11,10,27,55,11,0.31,7.44,0.78,1022.53,11,344,2.48
1303,09-03-12,12:00,69,12,11,90,126,10,0.31,7.64,0.77,1023.58,16,5,2.91
1304,09-03-12,13:00,69,13,12,72,113,10,0.31,7.86,0.8,1023.58,16,7,3.35
1305,09-03-12,14:00,69,14,13,63,81,11,0.31,7.8,0.77,1023.58,15,1,3.15
1306,09-03-12,15:00,69,15,14,33,49,11,1,8.46,0.8,1024.01,11,349,3.03
1307,09-03-12,16:00,69,16,15,4,12,11,0.31,8.29,0.87,1024.01,11,347,3.25
1308,09-03-12,17:00,69,17,16,0,0,10,0.31,8.87,0.91,1024.01,10,332,2.58
1309,09-03-12,18:00,69,18,17,0,0,10,0.74,8.68,0.88,1025.56,10,38,2.78
1310,09-03-12,19:00,69,19,18,0,0,10,0.31,8.23,0.88,1025.56,10,343,2.38
1311,09-03-12,20:00,69,20,19,0,0,9,0.31,8.03,0.87,1025.56,9,331,2.41
1312,10-03-12,2:00,70,2,1,0,0,9,0.31,8.01,0.87,1025.995,0,341,3.09
1313,10-03-12,3:00,70,3,2,0,0,9,0.74,7.96,0.87,1026.43,0,347,3.01
1314,10-03-12,4:00,70,4,3,0,0,9,0.31,8.19,0.88,1026.43,0,357,4.01
1315,10-03-12,5:00,70,5,4,3,11,9,0.31,7.63,0.87,1026.43,0,359,4.14
1316,10-03-12,6:00,70,6,5,27,48,10,0.74,5.97,0.77,1024.75,0,4,5.56
1317,10-03-12,7:00,70,7,6,41,68,10,0.44,6.58,0.81,1024.75,0,7,5.82
1318,10-03-12,8:00,70,8,7,105,156,10,0.31,6.04,0.77,1024.75,0,17,7.17
1319,10-03-12,9:00,70,9,8,132,195,11,0.74,6.13,0.76,1024.43,0,13,7.64
1320,10-03-12,10:00,70,10,9,211,355,11,0.53,5.52,0.7,1024.43,11,0,7.61
1321,10-03-12,11:00,70,11,10,292,444,11,0.74,4.97,0.69,1024.43,11,359,7.67
1322,10-03-12,12:00,70,12,11,123,189,10,0.74,3.91,0.64,1022.77,16,356,6.69
1323,10-03-12,13:00,70,13,12,121,181,10,0.31,3.28,0.63,1022.77,16,355,6.52
1324,10-03-12,14:00,70,14,13,25,47,9,0.53,2.65,0.62,1022.77,16,345,6.39
1325,10-03-12,15:00,70,15,14,23,40,9,0.74,2.14,0.6,1021.41,15,353,5.35
1326,10-03-12,16:00,70,16,15,7,17,9,0.74,2.81,0.63,1021.41,14,350,6.82
1327,10-03-12,17:00,70,17,16,0,0,8,0.74,2.41,0.63,1021.41,13,349,5.84
1328,10-03-12,18:00,70,18,17,0,0,8,0.74,2.72,0.66,1020.46,12,346,7.27
1329,10-03-12,19:00,70,19,18,0,0,8,0.53,4.31,0.64,1020.46,11,351,6.75
1330,10-03-12,20:00,70,20,19,0,0,8,0.31,3.72,0.71,1020.46,8,351,6.92
1331,11-03-12,2:00,71,2,1,0,0,7,0.31,4.44,0.76,1018.305,0,338,5.48
1332,11-03-12,3:00,71,3,2,0,0,7,0.31,4.68,0.78,1016.15,0,337,5.61
1333,11-03-12,4:00,71,4,3,0,0,7,0.31,5.02,0.79,1016.15,0,337,5.15
1334,11-03-12,5:00,71,5,4,5,18,7,0.31,4.12,0.82,1016.15,0,318,4.12
1335,11-03-12,6:00,71,6,5,52,76,8,0.53,3.26,0.71,1015.58,0,346,4.03
1336,11-03-12,7:00,71,7,6,131,190,9,1,2.64,0.67,1015.58,0,348,4.64
1337,11-03-12,8:00,71,8,7,273,297,10,0.31,4.03,0.71,1015.58,0,335,4.9
1338,11-03-12,9:00,71,9,8,393,629,11,0.31,2.93,0.61,1015.14,0,347,7.48
1339,11-03-12,10:00,71,10,9,482,818,12,0.31,3.88,0.62,1015.14,12,337,8.66
1340,11-03-12,11:00,71,11,10,427,776,12,0.31,3.37,0.6,1015.14,12,334,8.96
1341,11-03-12,12:00,71,12,11,259,396,12,0.31,2.51,0.55,1013.36,12,340,8.21
1342,11-03-12,13:00,71,13,12,168,235,11,0.31,2.23,0.55,1013.36,16,339,8.5
1343,11-03-12,14:00,71,14,13,165,277,11,0.31,2.08,0.58,1013.36,15,341,7.92
1344,11-03-12,15:00,71,15,14,54,87,10,0.53,1.99,0.57,1012.24,15,342,7.57
1345,11-03-12,16:00,71,16,15,23,41,9,0.31,1.41,0.57,1012.24,14,336,7.56
1346,11-03-12,17:00,71,17,16,0,1,8,0.31,2.02,0.61,1012.24,13,334,6.68
1347,11-03-12,18:00,71,18,17,0,0,8,0.53,2.14,0.63,1011.67,12,322,6.23
1348,11-03-12,19:00,71,19,18,0,0,8,0.17,2.59,0.68,1011.67,11,317,6.76
1349,11-03-12,20:00,71,20,19,0,0,8,0.14,2.79,0.7,1011.67,8,310,7.58
1350,12-03-12,2:00,72,2,1,0,0,9,0.14,1.27,0.56,1011.46,0,354,9.51
1351,12-03-12,3:00,72,3,2,0,0,9,0.68,0.73,0.55,1011.25,0,346,7.36
1352,12-03-12,4:00,72,4,3,0,0,7,0.62,0.45,0.58,1011.25,0,8,9.58
1353,12-03-12,5:00,72,5,4,0,0,9,0.31,-0.36,0.55,1011.25,0,14,10.15
1354,12-03-12,6:00,72,6,5,0,0,9,0.31,-3.01,0.48,1011.97,0,15,11.23
1355,12-03-12,7:00,72,7,6,0,0,8,0.31,-2.38,0.5,1011.97,0,15,10.9
1356,12-03-12,8:00,72,8,7,5,14,7,0.31,-2.36,0.49,1011.97,0,2,10.22
1357,12-03-12,9:00,72,9,8,44,65,7,0.31,-2.24,0.48,1013.17,0,8,12.46
1358,12-03-12,10:00,72,10,9,250,310,8,0.31,-2.54,0.46,1013.17,15,5,11.54
1359,12-03-12,11:00,72,11,10,155,190,8,0.31,-2.59,0.43,1013.17,15,10,11.59
1360,12-03-12,12:00,72,12,11,89,183,8,0.31,-2.24,0.43,1013.51,16,23,10.59
1361,12-03-12,13:00,72,13,12,117,129,8,0.31,-2.36,0.42,1013.51,16,359,10.79
